mean radius,mean texture,mean perimeter,mean area,mean smoothness,mean compactness,mean concavity,mean concave points,mean symmetry,mean fractal dimension,radius error,texture error,perimeter error,area error,smoothness error,compactness error,concavity error,concave points error,symmetry error,fractal dimension error,worst radius,worst texture,worst perimeter,worst area,worst smoothness,worst compactness,worst concavity,worst concave points,worst symmetry,worst fractal dimension
12.212941,22.28026,63.517975,209.07967,0.085853264,0.13735162,0.048822675,0.05877157,0.16632812,0.058245994,0.34479183,1.638972,2.389533,6.252254,0.008465446,0.016898865,-0.0015511754,0.010143976,0.011164716,0.0031965426,12.413765,20.019491,101.334785,894.64026,0.123161465,0.1377991,0.484486,0.05539917,0.26628768,0.07883956
12.380251,21.768677,67.82078,282.9911,0.07979633,0.14374317,0.041597795,0.04900578,0.15787692,0.0581343,0.2862693,1.5004716,2.3061056,37.65913,0.0071559106,0.022196863,0.0038363524,0.011590352,0.011017872,0.00344207,12.147864,20.710777,100.53308,1141.2357,0.1258872,0.11690544,0.5250217,0.082628556,0.26646456,0.08164516
12.757931,22.696226,57.38142,130.01936,0.07399998,0.13212107,0.053070266,0.043953303,0.15718207,0.054090586,0.41559026,1.7947438,2.2710578,24.905828,0.008927985,0.01145993,-0.0072810706,0.008548624,0.009220923,0.0018591096,10.024397,19.538958,97.37337,889.1158,0.1289245,0.11636772,0.5393424,0.06694899,0.26281473,0.07699713
13.951542,19.725306,73.777405,298.25677,0.080829196,0.131148,0.055426437,0.034664605,0.15623339,0.057868753,0.3565193,1.6443597,2.2596629,20.181711,0.007569107,0.019279698,0.010014875,0.010415254,0.01480265,0.0033778264,13.026886,21.23106,106.36997,743.42957,0.12495141,0.15876973,0.40216276,0.093460634,0.2759333,0.081126116
13.506788,20.640486,66.24953,173.67421,0.08068264,0.11814791,0.025343753,0.046520647,0.15582767,0.058672156,0.28728285,1.5395557,2.2011359,4.2712054,0.0075797397,0.0150683625,0.0046364665,0.010723313,0.012629342,0.0025188753,10.0342,18.277624,106.70331,781.4906,0.12542371,0.0710649,0.4538912,0.059743345,0.24939023,0.07983227
13.822445,21.071692,59.74893,-23.921669,0.08431999,0.1424927,0.028391719,0.046119034,0.14305136,0.057789117,0.3656223,1.5090303,2.5524533,7.2893806,0.008851268,0.01822587,-0.0014996807,0.01187716,0.008798125,0.0033382878,9.424202,18.731562,98.13708,898.26056,0.119057156,0.05373063,0.5833201,0.053423002,0.28431988,0.08435012
12.38461,20.139303,70.26173,316.60428,0.081639364,0.12916583,0.051356632,0.04339911,0.16049929,0.058372438,0.3205735,1.4099246,2.2914507,19.411331,0.0073048184,0.021915326,0.013178246,0.011341619,0.012146494,0.00343919,12.316653,19.851063,102.31677,897.9593,0.123349786,0.11406506,0.49528867,0.07582476,0.26619902,0.082955934
12.95721,23.123806,49.390087,114.44308,0.078646466,0.12376266,0.0681436,0.04279057,0.14874172,0.05681953,0.333047,1.4993831,2.7293503,19.208757,0.008388616,0.017476622,-0.0020463523,0.009291712,0.011597366,0.002841476,10.406976,16.473103,97.45168,951.33417,0.11652067,0.041108556,0.52009684,0.054179877,0.2465236,0.08098377
13.60984,20.651608,73.40934,184.4222,0.07893017,0.12976703,0.04822918,0.047667973,0.15957928,0.058506332,0.42731282,1.3940526,2.1249673,13.850128,0.008004318,0.015016338,0.012195608,0.010219433,0.012028491,0.0028469632,10.651493,21.888378,90.88059,903.8896,0.12699026,0.13217077,0.44134283,0.080670156,0.25982895,0.08219888
12.543887,24.333134,64.93631,126.56277,0.083298355,0.12721922,0.026796427,0.07179829,0.1668792,0.057766154,0.38088733,1.7496884,2.2574272,16.808506,0.008064612,0.014642174,-0.015871422,0.009102807,0.011450259,0.002934023,10.260227,20.906471,87.55947,995.65717,0.12656361,0.13687058,0.49528325,0.054404113,0.26164734,0.080232315
13.319318,21.992859,75.64646,287.79056,0.086150065,0.120038435,0.05566161,0.043002374,0.16398884,0.057518363,0.44046894,1.6931725,2.3197088,25.233654,0.0075689047,0.016886875,0.004622657,0.009814352,0.014447705,0.002785496,13.188159,24.006886,102.516205,925.7968,0.13083237,0.16579719,0.4284587,0.07681527,0.28657973,0.08295652
14.735739,19.981087,83.78293,390.13934,0.08467601,0.12734005,0.07044605,0.031772897,0.15233563,0.05909828,0.34819233,1.4930826,2.8230736,41.645508,0.006984919,0.019656407,0.025325332,0.011748559,0.013645725,0.0030815483,13.060249,24.174564,114.23373,964.0152,0.12854217,0.16668421,0.43784845,0.12584744,0.27584597,0.083509125
13.117583,21.05047,65.7334,134.98952,0.078590624,0.14668462,0.03121015,0.045427933,0.15745759,0.057173852,0.36885548,1.5042516,2.0599465,22.998129,0.008139548,0.019476,0.0030368548,0.009796563,0.010813629,0.0034672094,10.1179085,21.053286,102.54254,880.44,0.121369876,0.10683765,0.4927937,0.08888085,0.2713723,0.083420165
12.87571,21.852722,61.087624,214.27061,0.08035302,0.11198913,0.05016358,0.057157144,0.15962663,0.057733804,0.38913953,1.4645063,2.5898075,4.1305575,0.008957138,0.013363351,-0.0016257594,0.010200871,0.01294764,0.002504178,10.036021,17.875307,91.374054,758.1458,0.12649906,0.096396826,0.48384058,0.052409887,0.2478612,0.076685846
13.89319,19.311052,73.66897,248.81532,0.07881088,0.12802298,0.05984796,0.035913687,0.15386729,0.0592904,0.3818784,1.4346814,2.7616498,18.13128,0.0076343026,0.022868715,0.014379993,0.011877138,0.014199913,0.003020532,12.553211,20.413563,100.90229,990.361,0.12876213,0.11858744,0.43088123,0.0990529,0.24734166,0.08789354
12.341494,21.552158,60.838394,142.61253,0.07276679,0.14576332,0.03858819,0.047162414,0.15872851,0.057152685,0.37274852,1.667324,1.7407463,13.382675,0.008540978,0.014882952,-0.0060024355,0.009839421,0.010574099,0.0033753505,9.579712,18.145031,87.57438,859.6863,0.1209983,0.08843926,0.54467493,0.069426864,0.24637748,0.07915081
12.616711,21.782188,65.26608,234.32579,0.085162036,0.12788498,0.042018954,0.058694437,0.16887565,0.057925247,0.3967393,1.4861317,2.3202906,21.489334,0.007988,0.016318632,-0.0012279878,0.010089277,0.011755383,0.0025783686,11.977357,21.739935,101.96041,854.29407,0.13225557,0.12222994,0.4818679,0.0663275,0.27135,0.08070924
14.529711,19.369198,75.86977,355.99066,0.08140696,0.11032956,0.06650033,0.025692182,0.15707007,0.057762742,0.3595297,1.5788513,2.5115674,23.033623,0.007833842,0.017717388,0.023501059,0.0103998585,0.014774925,0.0025836094,13.225343,22.434774,107.7141,835.18054,0.13407986,0.12889244,0.35273236,0.10305857,0.27073133,0.08366387
12.280609,22.352066,43.233044,-83.71018,0.074914396,0.1327671,0.019686043,0.051381476,0.15711547,0.055128697,0.26943246,1.7887808,2.3001108,0.5461383,0.009496789,0.0076470966,-0.016552256,0.008470246,0.009759109,0.0020413878,6.869203,16.672861,97.39974,855.4957,0.12761854,0.029191174,0.5255184,0.01749621,0.2436965,0.07507654
15.010062,18.086346,73.10119,120.58047,0.07117192,0.133743,0.050813626,0.0093115335,0.13015105,0.05750191,0.33336982,1.4866233,2.4664617,13.720354,0.0075637326,0.022248598,0.002748469,0.011951372,0.012094617,0.003042064,10.158746,19.193064,103.519936,825.5295,0.12211179,0.08200077,0.5368733,0.1126752,0.24505259,0.08606905
13.619435,23.058798,72.69469,248.63716,0.08405333,0.121395625,0.04981105,0.05617769,0.15793458,0.058197793,0.43456298,1.5919147,2.4272156,26.444357,0.0080238925,0.018979108,0.00039421217,0.0094067305,0.012933035,0.003086763,11.949957,20.699827,92.10191,878.2588,0.12750849,0.16055612,0.5026847,0.08294279,0.26850063,0.08254887
12.921856,20.126684,72.28408,180.58083,0.07715754,0.1282076,0.027646944,0.048628867,0.15782167,0.05925698,0.40891936,1.616533,2.280916,8.596775,0.008054954,0.020715714,0.0077117477,0.010057006,0.011149341,0.0028513554,10.422738,19.867706,91.17668,846.30524,0.1271618,0.14762948,0.4356686,0.07403402,0.2517714,0.082244836
14.910444,18.17572,77.61969,251.06401,0.08058291,0.12804446,0.06830028,0.011777124,0.14331979,0.057433955,0.3564678,1.4672216,2.5811443,16.921759,0.008091401,0.02512338,0.021896863,0.011254906,0.011870947,0.0030668378,12.908187,22.973978,116.74548,843.4962,0.12017526,0.14453717,0.4642383,0.12795764,0.27545768,0.08550611
13.698235,20.596891,71.39448,237.09337,0.08456158,0.11476206,0.03215921,0.040212136,0.14953136,0.05867902,0.36757794,1.5805943,2.5898674,12.80858,0.0076508294,0.017757766,0.004608711,0.011257012,0.014286556,0.0031358174,11.922217,20.077461,107.59807,718.4613,0.13173784,0.16614874,0.44446224,0.08748202,0.27498865,0.08380602
14.409403,17.798534,70.690636,232.44414,0.0730403,0.1214262,0.049891397,0.015589892,0.13358715,0.05816729,0.3976551,1.6060425,2.3880045,0.32493544,0.008547477,0.021234931,0.01305134,0.010702436,0.01580678,0.0031549465,10.765777,19.592037,101.373566,750.9018,0.12316024,0.108187936,0.44002357,0.10031055,0.23902194,0.08049541
14.022253,21.833515,72.853714,336.28992,0.082040384,0.13647343,0.06642112,0.05900016,0.16130166,0.059563152,0.32513818,1.5482118,2.2994585,36.227146,0.007006976,0.018921902,0.0031737555,0.011657073,0.010461709,0.002813378,10.419395,20.274374,108.83069,1094.5691,0.12104245,0.13432033,0.51398355,0.10075625,0.25799406,0.08130764
14.17347,19.366564,70.21211,341.451,0.08356723,0.118726276,0.07091438,0.033168998,0.14713688,0.05894718,0.3277104,1.4439278,2.555092,19.244501,0.0075359414,0.022310862,0.015556039,0.012225112,0.014768973,0.003510535,12.138138,20.465431,105.25273,835.90656,0.121754035,0.17097847,0.4333602,0.09781891,0.26431558,0.08140238
12.528841,20.670713,72.301994,259.92572,0.08227212,0.12078453,0.057794277,0.047016945,0.16472846,0.059006277,0.41567448,1.5092747,2.4048135,18.955212,0.007320896,0.020278867,0.012428813,0.0116867535,0.0142409615,0.0034367566,12.158556,20.870346,99.52904,855.9182,0.123790264,0.1441246,0.5090408,0.08107372,0.2554103,0.08226947
13.77064,19.152132,78.08667,346.89893,0.07796121,0.12989904,0.05960234,0.024647178,0.14730707,0.059069842,0.40330708,1.3941139,2.5553374,34.814102,0.0074981344,0.021752892,0.024521591,0.0117470445,0.013536297,0.003442469,11.387096,20.49688,105.542656,852.0204,0.12491866,0.14558811,0.48582965,0.11754751,0.24214058,0.082335524
13.5438795,20.338282,71.04631,251.54628,0.080931865,0.11834097,0.053042643,0.04095186,0.15502079,0.058083598,0.3834258,1.4409173,2.31939,8.358364,0.008045693,0.017413877,0.005916292,0.010363355,0.014324374,0.002283419,11.490148,20.45172,100.13129,793.7236,0.12634921,0.12537411,0.3934541,0.072699875,0.26129827,0.08363019
12.858856,22.66506,55.750313,123.542625,0.08534037,0.12783885,0.04545283,0.05929009,0.15466008,0.060108278,0.39757502,1.4832537,2.5077622,1.918426,0.008471165,0.016405448,-0.0073786695,0.010435952,0.013309173,0.0032092584,10.2728615,17.959139,87.681015,792.2401,0.122281775,0.098972596,0.4803083,0.035311166,0.2658529,0.08182659
13.131628,22.495619,71.26168,301.04916,0.0879824,0.13196848,0.051633026,0.060126714,0.1720565,0.060621027,0.38967955,1.4487363,2.156028,16.912422,0.0073540425,0.016624209,0.006744003,0.011022887,0.0116066905,0.0031858294,11.837453,21.519758,95.31998,955.9164,0.12519869,0.15418795,0.47609448,0.060540333,0.2829206,0.08122761
13.249163,19.702103,63.41897,179.19029,0.07361296,0.11630554,0.029219843,0.022113457,0.14586827,0.056999292,0.35049692,1.6151788,1.992831,3.7859645,0.0074987547,0.016862804,0.0023713522,0.009594692,0.014017002,0.0027926965,9.760538,18.593586,95.079956,834.1825,0.12178286,0.0906006,0.42394826,0.06879838,0.24443586,0.080379836
13.816824,19.396503,72.377975,208.4452,0.07775234,0.11934819,0.030367848,0.031196872,0.147878,0.058602054,0.40784714,1.4481746,2.3150892,5.339126,0.008318446,0.019436168,0.014935372,0.010968223,0.014101052,0.0027646269,10.414463,19.8548,103.04894,714.7577,0.12266904,0.13799538,0.44507295,0.086652726,0.24851215,0.08401794
12.7672,22.595156,71.12373,164.11873,0.07573982,0.1315379,0.05753268,0.043072794,0.1550286,0.05555137,0.3350024,1.6764196,2.3377302,29.071213,0.0071426067,0.01974132,-0.0017408523,0.009941156,0.007714637,0.002707878,12.248916,20.681162,111.59984,1051.2693,0.11869877,0.14179349,0.55256534,0.09750383,0.25383374,0.082475364
13.003066,22.984583,67.93872,227.3236,0.07894508,0.13223992,0.03794277,0.04507444,0.15624677,0.057845354,0.34643602,1.6450813,2.163699,16.982737,0.0069160303,0.020184249,-0.012374828,0.010763715,0.01267033,0.0027649663,11.020888,20.74805,95.59224,1043.7007,0.12821756,0.13748428,0.5052849,0.07242036,0.25269738,0.08348975
13.841407,19.873634,71.7586,362.62997,0.08018157,0.13503648,0.04707266,0.034128413,0.14663075,0.057765577,0.38377926,1.6047348,2.3723621,20.951567,0.0074218437,0.02062824,0.0076682493,0.010524737,0.0146111725,0.003769421,13.139079,21.926414,112.95105,897.2532,0.1323595,0.15424135,0.44431114,0.11658338,0.26443452,0.08453572
13.005742,20.002897,65.0815,188.02553,0.06923024,0.12732306,0.047314607,0.025632072,0.14569148,0.05512625,0.3761772,1.5846097,2.261788,15.214642,0.008160441,0.019966662,0.0043191034,0.009835787,0.011576859,0.002411342,9.651296,17.548458,97.68403,719.612,0.11833536,0.09222194,0.51029766,0.08790798,0.21968172,0.07916388
13.175998,20.229465,61.140446,169.74382,0.075346634,0.13985486,0.03144235,0.02293302,0.1400891,0.058782257,0.32497686,1.5204048,2.0169911,2.472633,0.006946646,0.02424181,0.0067630317,0.011416723,0.012563349,0.0040761004,9.768298,18.32896,95.36824,797.5434,0.123051316,0.09900216,0.45240596,0.07498444,0.24888255,0.08558319
13.59708,20.23793,59.12213,66.18136,0.072951935,0.123605244,0.030871343,0.026435602,0.14744046,0.05656616,0.41982368,1.5615733,2.249883,-14.356396,0.009245505,0.016827995,0.008503992,0.009733064,0.010738412,0.0025817424,8.435039,17.433151,85.62956,653.5803,0.11677234,0.04209181,0.51518184,0.06118393,0.24135181,0.08018903
13.703602,20.446245,66.48736,138.85374,0.074983865,0.13999073,0.043585077,0.038201753,0.14534092,0.05679974,0.33315143,1.6602701,2.414504,5.8110003,0.009599627,0.020124083,0.0033152625,0.011340757,0.011004607,0.002854898,11.73775,19.616625,103.93012,925.4136,0.12248315,0.13402331,0.5524555,0.092678614,0.25156388,0.08062182
12.720705,21.825253,71.900276,233.21654,0.07724664,0.1428026,0.036024325,0.039569974,0.15709034,0.059049364,0.24450313,1.8233513,2.3220906,31.218336,0.006636768,0.021581795,0.004131956,0.011529604,0.011883904,0.0027113925,12.058982,22.135916,118.41955,1123.5372,0.12858498,0.14434265,0.4380289,0.08234009,0.2614664,0.08289598
14.347663,19.635603,84.38083,389.78363,0.08333902,0.1161415,0.06369209,0.026770802,0.15378854,0.05930622,0.38935396,1.502778,2.7889383,38.365726,0.0070407237,0.020617113,0.02501876,0.010839771,0.015200235,0.0030680986,13.445018,23.857943,115.39796,860.0074,0.13179903,0.18282494,0.37881157,0.121713564,0.2589648,0.08499607
13.446063,19.049135,73.14193,130.26955,0.07889817,0.13163176,0.02069585,0.034846865,0.1485619,0.056126986,0.36031893,1.6859299,2.16001,2.3501773,0.008155065,0.017989185,-0.0006517078,0.009412206,0.012392043,0.002379086,9.734948,19.990396,102.37107,761.525,0.1263688,0.08363544,0.43974543,0.065159306,0.26350605,0.084735036
13.778564,19.730658,78.44138,368.81088,0.08156417,0.12637328,0.06278266,0.024820887,0.15749115,0.05851979,0.3083309,1.4741236,1.9896349,30.75485,0.0065119024,0.02407224,0.016111644,0.011149145,0.012286939,0.0030998006,12.532856,21.294964,113.78508,962.5868,0.11984562,0.18656208,0.4161755,0.103193924,0.2679705,0.08032649
12.752336,22.554314,55.832268,110.51119,0.07533504,0.13433845,0.055553496,0.044909514,0.1543611,0.057424746,0.3076645,1.4834089,2.5389066,25.099957,0.008003275,0.021699835,-0.0018014255,0.010166355,0.011533311,0.0031601342,10.044771,17.273136,95.951965,1020.3544,0.11889132,0.053038232,0.54418015,0.06868081,0.2379337,0.07805766
13.64425,20.018206,67.29893,183.77211,0.079937756,0.107834905,0.03320361,0.028521374,0.14862645,0.057336092,0.367084,1.42749,2.4866261,10.264029,0.0075222473,0.0105232345,0.017777907,0.009349667,0.012329034,0.002382402,8.949782,18.67499,97.50996,858.29297,0.121828854,0.07665392,0.46708858,0.0706023,0.2564737,0.08280905
14.550413,18.531939,76.23897,324.33948,0.07618881,0.11601802,0.057496563,0.014550465,0.13773328,0.058072966,0.4173597,1.4059337,3.0602086,19.148968,0.0074935546,0.019569267,0.021411464,0.01181045,0.015090273,0.003357348,12.197457,19.961803,105.447815,859.45404,0.12879679,0.1029908,0.41520748,0.118194215,0.25117546,0.085810125
13.246524,21.529154,52.671307,81.41842,0.07544074,0.12410628,0.051284924,0.044855013,0.15633334,0.057275124,0.43127832,1.4841433,2.49464,5.3781314,0.008785966,0.016885437,-0.005453365,0.010405334,0.008411968,0.0019010548,7.5758433,16.86977,82.176796,806.6123,0.12085612,0.0423496,0.5482795,0.043288182,0.2540271,0.07966351
14.113406,21.172934,76.787926,309.62167,0.080984615,0.11956117,0.05123221,0.03901059,0.15152332,0.05750467,0.3553128,1.5114125,2.485232,27.24763,0.007640729,0.018733207,0.009831,0.011628302,0.01421407,0.0028481614,11.731473,19.868324,105.623505,841.9185,0.12775284,0.12886009,0.4762768,0.10686517,0.25953907,0.083594374
14.383842,18.258085,72.88463,307.23425,0.0805698,0.106776185,0.07197999,0.026884,0.14837876,0.058735497,0.3671527,1.4625773,2.8095276,20.291975,0.007828961,0.016969724,0.024504242,0.010925092,0.012978235,0.0024870317,12.519165,21.395943,102.49402,837.32007,0.13013667,0.12096632,0.36300877,0.09617078,0.26271722,0.08213834
12.621387,23.618109,55.873066,139.97365,0.08062193,0.13636582,0.037228435,0.0649077,0.1590576,0.058685232,0.31385034,1.5149115,2.2242804,13.953579,0.007901157,0.017248938,-0.0057858545,0.010794301,0.010497613,0.0031270713,9.739009,17.889961,85.37816,1022.38873,0.11944256,0.108840965,0.5640678,0.053219646,0.25287548,0.077734895
12.66626,21.272354,63.850647,146.7274,0.08210926,0.11959184,0.04030122,0.054330237,0.1658415,0.059246827,0.42960313,1.4680684,2.3370104,-4.361275,0.0075749685,0.014627462,-0.0012941601,0.009572155,0.013104662,0.0028448417,9.139716,19.596088,82.41008,793.4449,0.1270379,0.10305623,0.44054145,0.046018112,0.24540642,0.08082778
13.126506,20.551363,71.524025,205.64955,0.076220185,0.10734074,0.05430129,0.032237083,0.14749014,0.058418415,0.30853692,1.4572191,2.7643776,21.585012,0.007822012,0.020567944,0.012284085,0.010811875,0.012516986,0.0026900747,10.724811,17.3474,96.108475,714.1164,0.12028182,0.09264196,0.45920423,0.0794129,0.23139401,0.079585835
13.746394,20.479921,72.84778,300.5571,0.08633998,0.12413158,0.06510168,0.039708503,0.15921803,0.058162455,0.3776042,1.6419088,2.432796,22.337753,0.007402479,0.020311713,0.013756201,0.010261789,0.015011008,0.002945243,13.735598,23.545786,111.05315,883.7522,0.12917213,0.17163159,0.4385583,0.08009649,0.27276134,0.08382285
14.331616,21.875027,75.282036,265.79028,0.0826258,0.13501509,0.039811503,0.030632893,0.14577988,0.05812946,0.32590923,1.6022719,2.4438536,30.76266,0.0068407403,0.018507622,0.010452487,0.010854923,0.012940676,0.0033639884,12.540685,23.205526,105.97179,954.229,0.13028918,0.1195113,0.4707872,0.101390466,0.28671697,0.08475129
13.325506,22.610664,60.94776,80.16616,0.08157973,0.13139485,0.051258553,0.057969954,0.16075687,0.05707308,0.3665223,1.5692954,2.0003784,3.0582767,0.008101176,0.018733658,-0.005460715,0.009315232,0.00866959,0.0029735107,10.054484,19.722956,94.132996,861.8105,0.11928624,0.0894457,0.5290549,0.058400203,0.25995687,0.07885863
13.908687,20.420637,73.35263,383.2341,0.0821974,0.12432266,0.04529118,0.026857445,0.15148188,0.059016336,0.34377238,1.4864893,2.3552394,35.964012,0.00683887,0.022096844,0.014402658,0.011314582,0.014701486,0.0036551633,12.819102,20.712564,104.892044,821.87897,0.12770346,0.14108509,0.4320519,0.10527018,0.27218378,0.08203812
12.1044855,22.366402,61.52595,208.44118,0.08090326,0.124133945,0.03910908,0.05095793,0.15989861,0.05707694,0.34797302,1.6069063,2.4392424,17.340485,0.0075067575,0.014564272,-0.00011952028,0.009175156,0.009887343,0.002485377,9.793628,19.728125,98.06797,1002.4878,0.12379191,0.12302225,0.4874144,0.06787915,0.262107,0.081305504
12.731923,23.476574,64.056335,88.97933,0.080589496,0.13763161,0.04685843,0.06831003,0.16487081,0.0572536,0.3825523,1.7339537,2.309609,4.9006,0.00780163,0.016862651,-0.008080533,0.011388489,0.010982646,0.0035164834,10.906001,21.460253,92.8891,966.48846,0.12396294,0.14371268,0.55256027,0.059204064,0.26203063,0.080049105
13.010015,20.990946,70.14738,84.13723,0.08050699,0.12737368,0.019779347,0.04349828,0.16348642,0.058101356,0.39528117,1.7143011,1.9624014,17.528612,0.008301477,0.014658044,0.005460305,0.009717375,0.010077609,0.002451056,10.135153,20.486582,97.98818,880.63306,0.123228714,0.095823206,0.48829952,0.06995324,0.26424244,0.07937502
12.83564,19.54748,63.971684,228.25941,0.07611462,0.1396543,0.029238962,0.024393734,0.1429185,0.0582895,0.33009163,1.7119464,1.9705455,-1.862206,0.007730209,0.019518271,-0.0028434638,0.01089363,0.013657836,0.0030107663,11.247321,19.204826,106.14335,872.9125,0.12531467,0.12761466,0.4435922,0.0764794,0.23896214,0.08125945
13.3060465,23.020906,65.037445,108.55044,0.07808192,0.1382119,0.062476072,0.06455273,0.15477133,0.05725682,0.39243343,1.4368278,2.5561602,13.51593,0.008336943,0.020985698,0.0014073421,0.010846171,0.010686159,0.0027501283,10.513399,17.799833,88.525856,1033.9668,0.11707823,0.09913125,0.538548,0.081556894,0.24403554,0.07816761
13.088582,20.692469,73.34022,172.21861,0.07676151,0.12824704,0.033340596,0.032559358,0.14866883,0.05758699,0.4043464,1.5468814,2.4959052,3.498508,0.0073408172,0.022419345,0.0077511948,0.011390832,0.011803644,0.0030274077,10.253005,19.980265,90.52382,794.905,0.12541784,0.13548736,0.44544643,0.08642607,0.25922012,0.08439117
12.092485,20.957561,65.61124,234.92741,0.0841694,0.13080506,0.047379658,0.049900062,0.17276064,0.058710583,0.3996673,1.5892669,1.9156902,2.093227,0.007908372,0.0144856265,0.005162239,0.009315086,0.013104047,0.0028501528,12.025494,21.229132,92.1794,879.24036,0.12704933,0.12684382,0.4189023,0.040983725,0.26531443,0.08142536
14.483327,20.734827,80.62618,342.70602,0.08615497,0.12859564,0.06418357,0.04468913,0.15182728,0.060213283,0.3817013,1.3244677,2.7296574,31.700354,0.007383115,0.023934476,0.018414518,0.012843007,0.013059734,0.0033508854,11.545158,20.54297,98.01621,930.51355,0.12456628,0.12621337,0.46428525,0.114767574,0.27687672,0.08575863
12.777698,20.556093,62.01113,204.73878,0.0721448,0.13990083,0.034436967,0.04313837,0.13895065,0.05672794,0.2868692,1.5339628,2.4119651,12.624952,0.007826453,0.021467742,0.0054526906,0.01159967,0.008948536,0.0035358847,10.574079,15.714595,94.32114,870.0561,0.11875655,0.07619665,0.551388,0.09151144,0.25712147,0.08242949
13.043746,23.097996,59.73216,-18.936745,0.0781865,0.14267653,0.03241912,0.055624455,0.15355793,0.055583626,0.41045973,1.6943645,2.6032498,10.789299,0.009821053,0.01648946,-0.0010104197,0.0097752,0.008412796,0.0026109847,10.005637,18.556934,97.495735,963.3212,0.11984665,0.0818137,0.6063085,0.08013515,0.24507102,0.07644958
14.08485,18.440903,74.53561,368.88623,0.086178735,0.13079256,0.059811663,0.023390874,0.15119404,0.060416512,0.3763709,1.5222466,2.3641648,19.74728,0.0077694636,0.025242276,0.019324465,0.011276983,0.014516587,0.003411895,12.796176,22.304789,107.470505,851.2347,0.12493923,0.13620736,0.40146425,0.08602458,0.2791859,0.0843959
13.981082,19.204416,64.5995,175.50563,0.083414905,0.108494416,0.047455084,0.03259757,0.15133129,0.058681037,0.42396325,1.3424096,2.6157842,6.219177,0.008412813,0.018030783,0.013133746,0.009680799,0.01471163,0.0023846452,9.775722,19.370903,92.703865,663.322,0.12799671,0.07545107,0.39408094,0.060183533,0.25862318,0.08303007
13.913436,19.348593,69.85763,173.84743,0.07916521,0.14144783,0.03098045,0.027974455,0.15085417,0.05782249,0.37948036,1.5398251,2.019959,12.140337,0.008729295,0.0175098,0.006952293,0.01030996,0.012944842,0.0030566668,11.423002,22.177198,104.08071,705.2379,0.12895994,0.10759852,0.42781606,0.084326975,0.26084027,0.0837315
12.265331,22.197815,68.57583,203.45607,0.082118765,0.12483445,0.05044308,0.060170144,0.1691453,0.05825289,0.32145134,1.6864586,2.1176288,16.294222,0.0067694318,0.024339903,-0.0045661386,0.010231395,0.010012265,0.0031310795,12.570254,20.30282,99.197525,915.6727,0.12640892,0.15916155,0.4531359,0.057616822,0.26149547,0.07978107
13.544388,19.513012,76.5463,397.25842,0.08744922,0.11377667,0.07497176,0.040229697,0.15951186,0.059766278,0.41998488,1.5219659,2.6091733,20.54605,0.007498715,0.024328204,0.016274903,0.011673623,0.01697315,0.0032771283,13.824239,22.142214,101.166275,805.9833,0.12773657,0.19883604,0.39491874,0.09362646,0.2690459,0.08179855
13.47378,20.060791,68.51589,191.18654,0.074157454,0.1391606,0.04712692,0.03669977,0.13705981,0.05668455,0.33073306,1.4886298,2.8038824,21.73292,0.008241978,0.024366021,0.00012234047,0.011591165,0.011675498,0.0033592498,11.380363,18.814749,101.86785,948.613,0.12102618,0.12001171,0.62725973,0.11686611,0.24817547,0.08282531
13.6571665,21.781813,68.20976,185.3731,0.0772966,0.12911387,0.055822436,0.042465333,0.14276668,0.058853097,0.4056439,1.3451993,2.5089378,13.37361,0.0074066697,0.021849586,0.0096705,0.011680397,0.01363513,0.0034381074,9.9858265,18.262152,93.7073,856.48413,0.11930393,0.0703673,0.4983229,0.09267531,0.22881731,0.082986735
13.447739,20.31229,76.598305,283.36008,0.08055223,0.12850359,0.04103286,0.037800636,0.16124018,0.058471926,0.39737216,1.5906186,2.2972307,24.267534,0.007391215,0.021866744,0.008025279,0.01026473,0.014088895,0.0029332456,10.100745,21.889984,103.2948,903.7054,0.123061344,0.15494741,0.45213914,0.0970553,0.25605923,0.08422553
14.195224,19.624348,72.586945,269.095,0.08495003,0.120518185,0.05597192,0.034945477,0.15703636,0.057746585,0.3834238,1.5571554,2.4026902,20.844679,0.008383428,0.016039515,0.011490434,0.009280354,0.015514938,0.00234691,12.319582,22.934755,106.188896,755.32947,0.13019815,0.14610636,0.381812,0.075209126,0.27631792,0.08186095
13.274491,21.77124,67.69489,220.6374,0.08031446,0.11468969,0.050294556,0.05112684,0.16127588,0.056874767,0.41828924,1.6813337,2.4586623,13.97155,0.008035624,0.01462507,-0.00048027365,0.008821228,0.012138762,0.002252516,9.9497595,20.681328,92.63776,774.0806,0.12747684,0.104012616,0.4922916,0.055550393,0.24941199,0.0778003
13.976279,20.339127,65.51578,313.5655,0.082425006,0.13021325,0.06681803,0.039966207,0.14764981,0.05879011,0.36200753,1.4153262,2.843061,29.401804,0.008243966,0.023219189,0.01177654,0.011150251,0.014339552,0.0036857575,12.991794,18.227642,104.094284,763.1032,0.12421115,0.10592822,0.49075472,0.104676016,0.25288904,0.0824022
13.542017,20.633018,65.42064,69.798485,0.07360351,0.119921826,0.042105276,0.028445352,0.14765276,0.057256445,0.34801507,1.4690465,2.2709355,12.8362255,0.0068479492,0.024060931,0.0066411737,0.010999216,0.010724511,0.002006449,10.462462,19.816114,89.10564,938.42554,0.122674875,0.112287186,0.4520728,0.073705725,0.25270057,0.08307231
